id,reference,T5-small_summary,T5-small_r1_p,T5-small_r1_r,T5-small_r1_f,T5-small_r2_p,T5-small_r2_r,T5-small_r2_f,T5-small_rL_f,BART_summary,BART_r1_p,BART_r1_r,BART_r1_f,BART_r2_p,BART_r2_r,BART_r2_f,BART_rL_f
12078b09d95c01cedb06da7fc63faab540432dee,"CNN's Dr. Sanjay Gupta says we should legalize medical marijuana now .
He says he knows how easy it is do nothing ""because I did nothing for too long""",Sally Kohn: For the first time a majority of Americans favor its legalization .<n>Kohn: I see a revolution in the attitudes of everyday Americans .,0.12,0.1034,0.1111,0.0,0.0,0.0,0.0741,"For the first time a majority, 53%, favor its legalization, with 77% supporting it for medical purposes. Support for legalization has risen 11 points in the past few years alone. The word revolution, comes from the Latin revolutio, to ""turn around""",0.0976,0.1379,0.1143,0.0,0.0,0.0,0.0857
12294954320c496e89fcc0bd5bb91e2dcc5c5d7f,"The sentencing phase in Dzhokhar Tsarnaev's trial begins in a federal court in Boston .
Prosecutor shows pictures of the four victims and Tsarnaev flipping his middle finger .
Victims testify about the impact of the bombing on their lives .","""Krystle was the light of my life. She was extremely smart, hardworking, beautiful, every father's dream,"" father says .<n>Prosecutor: ""These young women, this young man and this little boy, all of them were loved and they loved in return""",0.1707,0.1795,0.175,0.0,0.0,0.0,0.125,"Dzhokhar Tsarnaev has been found guilty on every count in the Boston Marathon bombings. On Tuesday, jurors began to hear about the holes his bombs left in the hearts of the survivors and the families of the dead.",0.4211,0.4103,0.4156,0.1351,0.1316,0.1333,0.2597
1275cdbe17c24e1236d534698613deed31f4bb94,"""The Breakfast Club"" script was found in a high school filing cabinet 30 years later .
School officials hope to display the draft script .","The cast of ""The Breakfast Crew"" escaped from Principal Richard Vernon 30 years ago .<n>A draft script has just been found in a filing cabinet in the school district where it was filmed .<n>The manuscript sports the approval signature of the district's then-superintendent .",0.2979,0.6087,0.4,0.1304,0.2727,0.1765,0.2857,"A draft script of the 1985 teen classic has just been found in a school district where it was filmed. The manuscript sports the approval signature of the district's then-superintendent. Molly Ringwald's character, Claire Standish, was originally to be named Cathy Douglas.",0.2222,0.4348,0.2941,0.0682,0.1364,0.0909,0.1765
12a3eec84bff4a1cfa3391479c9a259ecca5741b,"Astrophysicist Amy Mainzer says she was was touched by Malala's story of determination .
Mainzer also works on educating children about science .",Malala Yousafzai was shot by the Pakistani Taliban for promoting girls' education .<n>Asteroid 316201 Malala is circles the sun between Mars and Jupiter every five and half years .,0.1379,0.1818,0.1569,0.0,0.0,0.0,0.1176,A NASA astrophysicist has named an asteroid after Malala Yousafzai. She was gravely wounded by a Pakistani Taliban gunman for promoting the right of girls' to go to school.,0.2069,0.2727,0.2353,0.0357,0.0476,0.0408,0.1961
12c8d38fc75cbdf618d8698eec3812e651805e1e,"John Roberts is at judicial crossroads as high court to hear key same-sex marriage case .
Case could decide whether same-sex couples nationwide have constitutional right to marry .
Chief justice disappointed conservatives earlier when he helped uphold Obamacare .",The Supreme Court will hear oral arguments in a same-sex marriage case .<n>Chief Justice John Roberts has a solid conservative record .,0.4783,0.2821,0.3548,0.2273,0.1316,0.1667,0.2903,The Supreme Court will hear oral arguments Tuesday in a case that could decide whether gay and lesbian couples have the constitutional right to marry. The question at the core of Obergefell v. Hodges is one of the most consequential debates of the early 21st century.,0.3043,0.359,0.3294,0.1111,0.1316,0.1205,0.2824
12d18fce81557ef7d4e34874e709376defd1819d,"100 passengers and crew members have been sickened on Celebrity Infinity .
The ship, which is based on the West Coast, left San Diego in late March .
The CDC is scheduled to board the ship Monday .","Celebrity Infinity has 2,117 passengers and 964 crew .<n>Of those, 95 have suffered from vomiting, diarrhea and other symptoms .<n>The CDC has yet to determine what's causing the ailments .",0.303,0.2857,0.2941,0.0938,0.0882,0.0909,0.2353,"Of the ship's 2,117 passengers, 95 have suffered from vomiting, diarrhea and other symptoms. The illness has also affected five members of the 964-person crew. The CDC has yet to determine what's causing the ailments.",0.3077,0.3429,0.3243,0.0526,0.0588,0.0556,0.2162
12d1ce815cced1d0d74381d0a2218845a0815939,"Three of the five teens released .
One 18-year-old suspect has been charged, report says .
Australian police said the suspects were allegedly planning an ""ISIS-inspired"" attack .",One of the suspects is charged with conspiring to commit a terrorist act .<n>Prime Minister Tony Abbott says the suspects planned to attack during a national commemoration .,0.3571,0.3571,0.3571,0.0741,0.0741,0.0741,0.3214,"The suspects planned to attack during a major national commemoration in a week, Prime Minister Tony Abbott says. Police say the suspects were targeting a ceremony on Anzac Day (Australia and New Zealand Army Corps Day) Three of the teens have been released ""pending further enquiries,"" but two remain in custody.",0.2745,0.5,0.3544,0.08,0.1481,0.1039,0.1772
12fcdb4d2c432aa474f32d1e98ba4975663ee5cc,"Scientist measured the thousands of small earthquakes in Yellowstone to scan the earth underneath it .
They discovered a vast magma reservoir fueling a vast one scientists already knew about .
Prehistoric eruptions of Yellowstone supervolcano were some of Earth's largest explosions .",Underneath Yellowstone's attractions is enough hot rock to fill the Grand Canyon 14 times over .<n>Most of it is in a newly discovered magma reservoir .,0.4444,0.2927,0.3529,0.0385,0.025,0.0303,0.2059, Yellowstone's magma reserves are many magnitudes greater than previously thought. Underneath the national park's attractions and walking paths is enough hot rock to fill the Grand Canyon nearly 14 times over.,0.2121,0.1707,0.1892,0.0,0.0,0.0,0.0811
130663882dcf622a6069d2ab429acde689b9f428,"A couple named Burger and King?
Internet has a meltdown over ""Vampire Diaries"" departure .","The entire ""Star Wars"" saga will be released on digital HD at the end of the week .<n>Michelle Obama broke it down for ""So You Think You Can Dance"" all-stars .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The entire ""Star Wars"" saga will be released on digital HD at the end of the week. ""Dukes of Hazzard"" fans mourned the loss of actor James Best. The cast of ""Suicide Squad"" assembled for the first time this week.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
13565a24d551d75746c2c7d23cec92c59fb174ae,"Sheriff: The correctional officer is in intensive care after being beaten, choked .
It appears ""somebody didn't do their job properly,"" sheriff says after the escape .
Kamron Taylor also tried to escape a courtroom after being convicted of murder in February .","Kamron Taylor, 23, was convicted of murder in a botched robbery in Tennessee in February .<n>He escaped from an Illinois jail early Wednesday, choked and beat a guard, a sheriff says .<n>He then took the guard's uniform and keys, then drove off in the officer's SUV, he adds .",0.3077,0.3902,0.3441,0.1176,0.15,0.1319,0.1505,"Kamron Taylor, 23, was convicted of murder in February. He was on parole when he killed a man during a June 2013 botched robbery. A $5,000 reward is being offered for information leading to his arrest.",0.2973,0.2683,0.2821,0.1389,0.125,0.1316,0.1795
13b0380c8e560a7daaa157cc1bb79d79f8db4879,"Getty's death appears to be natural causes or accident, coroner's office says .
Mother and father of Andrew Getty confirm death, asks for privacy .","Andrew Getty's death ""appears to be natural (causes) or an accident,"" coroner's official says .<n>A female friend was at the home where Getty died and is cooperating with investigators .",0.5,0.64,0.5614,0.3548,0.4583,0.4,0.4912,"Andrew Getty, the 47-year-old grandson of J. Paul Getty, died Tuesday afternoon. His death ""appears to be natural (causes) or an accident,"" a coroner's official says.",0.5172,0.6,0.5556,0.2857,0.3333,0.3077,0.4444
13dbbdc745b153c9a31a536b780a220e6dba2292,"Hanan, 19, was captured by ISIS when militants took the town of Sinjar .
She was among the women and girls separated to be sold as sex slaves .",ISIS took thousands of Yazidis captive .<n>Men faced a choice -- convert to Islam or be shot .<n>ISIS separated the young women and girls to be sold as sex slaves .,0.4516,0.5185,0.4828,0.2333,0.2692,0.25,0.4483,ISIS took thousands of Yazidis captive. Men faced a choice -- convert to Islam or be shot. But the Islamist militants separated the young women and girls to be sold as sex slaves.,0.5,0.5926,0.5424,0.2258,0.2692,0.2456,0.4407
1405c3bd23f11bc92f120c9d295364fa1e961ee6,"Robert Bates said he meant to subdue a suspect with a Taser but accidentally shot him .
The preliminary hearing is scheduled for July 2 .
The judge said Bates was free to travel to the Bahamas for a family vacation .",Robert Bates' preliminary hearing is scheduled for 10 a.m. July 2 .<n>He is charged with second-degree manslaughter in the death of Eric Harris .,0.5,0.3333,0.4,0.24,0.1579,0.1905,0.3077,"Robert Bates, 73, is charged with second-degree manslaughter in the death of Eric Harris. Bates claims he meant to stun Harris with a Taser after Harris fled from officers. He has said the shooting was accidental.",0.4054,0.3846,0.3947,0.1389,0.1316,0.1351,0.2632
144503c576e251c03f4eebf7e18e993b334cb9ed,"Two humanitarian workers killed .
Two Saudi border guards killed in exchange with rebels, Saudi Press Agency reports .
Saudi forces in non-combat roles ""coordinating and guiding"" fight against Houthis, source says .","U.N.: 519 people have been killed and nearly 1,700 others wounded in the past two weeks .<n>Saudi special forces ""coordinating and guiding"" battle against Houthi forces, source says .<n>Houthis withdraw from presidential palace and other key parts of southern port city of Aden .",0.2553,0.3871,0.3077,0.087,0.1333,0.1053,0.2821,"Saudi special forces are on the ground in noncombat roles, a source says. Houthi rebels withdraw from the presidential palace and other key parts of Aden. The United Nations says 519 people have been killed in the past two weeks.",0.3,0.3871,0.338,0.0513,0.0667,0.058,0.169
14bb29c3ecc54a552530aca193f9f36007364e22,"Almost 16 million people in Yemen are in need of humanitarian aid, according to U.N.
Planeload of aid supplies including food and medicine was flown in to Sanaa on Tuesday .
A rare ceasefire was negotiated to allow the plane to land briefly .","CNN was granted rare access on a desperate aid mission by Unicef, the United Nations Children's Fund .<n>The airport has previously been bombed .<n>More than 100,000 Yemeni civilians have fled their homes since fighting began .",0.1795,0.1628,0.1707,0.0,0.0,0.0,0.0976,"CNN was granted rare access on a desperate aid mission by Unicef, the United Nations Children's Fund. More than 100,000 Yemeni civilians have fled their homes since fighting began, and 15.9 million people are in need of assistance.",0.3171,0.3023,0.3095,0.1,0.0952,0.0976,0.1429
1514bbfb012abc67c499be84929aa07ddbd59b09,"Alexander Blair, 28, of Topeka accused of knowing about bomb plot but not contacting authorities .
Fort Riley's security was never breached and the device was ""inert"" and not a threat, authorities say .
John T. Booker Jr., 20, of Topeka had acquired bomb parts and made a propaganda video, the Justice Department says .","A second man, who allegedly knew about the bomb plot but didn't call authorities, was charged with failing to report a felony .<n>John T. Booker Jr. was taken into custody near Manhattan, Kansas, in a van that contained what he thought was a bomb .",0.3261,0.283,0.303,0.1111,0.0962,0.1031,0.2424,"John T. Booker Jr. enlisted in the Army last year and was due to ship out to basic training April 7. He was arrested Friday and charged with trying to detonate a car bomb at Fort Riley. The ""bomb"" had actually been put together by two confidential informants.",0.3333,0.3019,0.3168,0.0851,0.0769,0.0808,0.1386
168d893a015c93c4fd2cdc3ab048a2b351478062,"Tom Brady to Gisele Bundchen: ""You inspire me every day""
Bundchen had last runway show Wednesday .
She'll be focusing more on family, ""special projects""","Tom Brady congratulates his wife, model Gisele Bundchen, on her retirement .<n>""You inspire me every day to be a better person,"" he writes .",0.5,0.48,0.4898,0.2609,0.25,0.2553,0.4082,"Gisele Bundchen, 34, announced her retirement from the catwalk last weekend. ""I want to be with my family more and focus on special projects,"" she said.",0.4231,0.44,0.4314,0.08,0.0833,0.0816,0.3137
1695970eb33fa22c46048addc4185fd7dcc73283,"U.S. Navy moves aircraft carrier, cruiser to waters near Yemen .
U.S., allied ships prepared to intercept Iranian vessel if they enter Yemen's waters .
Iranian admiral says his country's ships operating legally .",The U.S. moved two ships into the waters off the coast of Yemen on Sunday .<n>The ships are monitoring Iranian ships that could be trafficking arms to Houthi rebels in Yemen .<n>President Barack Obama said the U.S. has been clear in its messages to Tehran on sending weapons to Houthi rebels inside Yemen .,0.2281,0.3714,0.2826,0.0357,0.0588,0.0444,0.1957,The U.S. is deploying warships to Yemen to monitor nearby Iranian vessels. The warships are being deployed to monitor ships traveling from Iran that could be trafficking arms to Houthi rebels in Yemen. The move was also meant to reassure allies in the region.,0.2444,0.3143,0.275,0.0455,0.0588,0.0513,0.2
1699cfcf49de1f7b02ea39e985a005afa835e957,"Robby Mook, Hillary Clinton's soon-to-be campaign manager, distributes a ""values statement""
The memo maintains that the campaign must remain humble, disciplined and united .","Clinton's soon-to-be campaign manager distributed a ""values statement"" at the meeting .<n>The document makes clear that the campaign will try to avoid mistakes that plagued Clinton's failed 2008 run .",0.4412,0.5769,0.5,0.3636,0.48,0.4138,0.5,"Robby Mook, Clinton's soon-to-be campaign manager, distributed a ""values statement"" at the meeting. The document makes clear that the campaign will try to avoid mistakes that plagued Clinton's failed 2008 run.",0.4857,0.6538,0.5574,0.3824,0.52,0.4407,0.5574
16a3e72e7ee751ca140f3fa7de244f7df3a5013e,"Organizers want to ban scantily-clad models at car show .
The Shanghai Auto Show is a key event for global automakers .
Cars are no longer the status symbol they once were in China .","Vehicle sales in China totaled 23.5 million units last year, almost a third more than in the United States .<n>Show comes at a turning point for China's auto market, which is facing a second year of slower growth in 2015 .",0.2093,0.2727,0.2368,0.0238,0.0312,0.027,0.1316,"China's biggest auto show opens in Shanghai this week. Vehicle sales in China totaled 23.5 million units last year, almost a third more than in the United States.",0.2333,0.2121,0.2222,0.069,0.0625,0.0656,0.127
16b598fee5715266c3662cc042dc94e797618f7c,"NRA says although it disagreed with Sarah Brady, she was an honorable and respected woman .
Sarah Brady became involved in campaigns against gun violence after her son to picked up a loaded gun .
Her husband died in August, having spent the last part of his life in a wheelchair from being shot .","Clintons: Sarah Brady ""transformed tragedy into a courageous campaign""<n>Sarah and James Brady pushed for stricter gun control laws .<n>James Brady was shot in the head trying to assassinate President Reagan in 1981 .",0.4,0.2692,0.3218,0.0294,0.0196,0.0235,0.1839,"Sarah Brady, 73, died of pneumonia, her family said. She and her husband, James Brady, pushed for stricter gun control laws. James Brady was shot in the head by John Hinckley Jr. during his attempt to assassinate Reagan.",0.4474,0.3269,0.3778,0.0541,0.0392,0.0455,0.2
16e6a86e9189b5566c19bc7fc48d923139da9bd2,"""Galaxy Quest"" TV series in the works .
Show would be based on the cult classic 1999 sci-fi comedy .","""Galaxy Quest"" centers on the cast of a canceled space TV show .<n>The film starred Tim Allen, Sigourney Weaver, Alan Rickman, Tony Shalhoub, Sam Rockwell, Daryl Mitchell and Enrico Colantoni .",0.2258,0.3684,0.28,0.0667,0.1111,0.0833,0.2,"A TV series based on the 1999 sci-fi film ""Galaxy Quest"" is in the works. The DreamWorks film centered on the cast of a canceled space TV show. The film's scribe Robert Gordon is expected to write the TV version.",0.3333,0.7368,0.459,0.1951,0.4444,0.2712,0.2623
17412737648b2cad59669560765fcb5169fc8116,"The FBI cites social media messages sent by Keonna Thomas, 30 .
She's accused of trying to travel overseas to join ISIS .
Thomas is one of three women facing federal terror charges this week .",Keonna Thomas is one of three women arrested this week on terror charges .<n>She's accused of trying to travel overseas to fight for ISIS .,0.8077,0.6176,0.7,0.64,0.4848,0.5517,0.4,"Keonna Thomas, 30, is charged with trying to travel overseas to fight for ISIS. She's one of three women arrested this week on terror charges. Two New York women were also taken into custody.",0.5714,0.5882,0.5797,0.3529,0.3636,0.3582,0.4348
174d3ae3cce31f3b5b559b3979758cf28591a54f,"Jared Leto unveiled as the Joker for the first time on Twitter .
Leto stars in 2016's ""Suicide Squad""","Director David Ayer gives first look at Jared Leto as the Joker .<n>""Suicide Squad"" is the first movie featuring the best-known comic book villain .<n>The movie hits theaters August 5, 2016 .",0.2941,0.5263,0.3774,0.1515,0.2778,0.1961,0.3019,"Director David Ayer gave us the first full look at Jared Leto as the Joker. The Oscar winner cut his hair and shaved his face for the role. The movie hits theaters August 5, 2016.",0.2571,0.4737,0.3333,0.1471,0.2778,0.1923,0.2963
178bd241b66b33b36ba0e41e632ddddea43a8275,"Rapper Lil Wayne not injured after shots fired at his tour bus on an Atlanta interstate, police say .
No one has been arrested in the shooting .","No one was injured in the shooting, police say .<n>Police are still looking for suspects .<n>Lil Wayne was in Atlanta for a performance Saturday night .",0.4074,0.4231,0.4151,0.1923,0.2,0.1961,0.1887,"No one was injured in the shooting, and no arrests have been made. Lil Wayne was in Atlanta for a performance at Compound nightclub Saturday night.",0.4615,0.4615,0.4615,0.16,0.16,0.16,0.1923
17c7a92562fc02d45bd6f87470ab93d23e8b2095,"Ben Powers joined the cast of ""Good Times"" for its sixth and final season .
He played Thelma's husband Keith Anderson .","Ben Powers played Keith Anderson on ""Good Times""<n>He also had a regular role as ""Moochie"" on ""Mickey Spillane's Mike Hammer""",0.3913,0.4286,0.4091,0.1364,0.15,0.1429,0.2727,"Ben Powers played Keith Anderson on the final season of ""Good Times"" He also had a regular role as ""Moochie"" on the CBS detective drama show.",0.4615,0.5714,0.5106,0.2,0.25,0.2222,0.2979
18b98e7c483c39bb51200a289b6ac513699b56ef,"Four Turkish troops were wounded in the flight, according to the country's military .
Turkey President  Recep Tayyip Erdogan says clashes are attempt to halt a resolution process with Kurds .
Violence between Kurds and the Turkish military has been ongoing for more than three decades .","The fighting took place in the eastern city of Agri .<n>The Kurdish separatists opened fire from a long distance, CNN Turk reports .",0.2174,0.1111,0.1471,0.0455,0.0227,0.0303,0.1176,"Kurdish separatists opened fire from a long distance, CNN Turk reports. The fighting took place in the eastern city of Agri. About a fifth of Turkey's population is Kurdish.",0.2,0.1333,0.16,0.0345,0.0227,0.0274,0.08
18e1af12d67995d1f20580b30bf7a7c8379a9009,"HBO released a teaser video for the new season, starting June 21 .
The series stars Colin Farrell and Vince Vaughn .","HBO released a teaser video for season 2 of ""True Detective""<n>Colin Farrell, Vince Vaughn, Rachel McAdams and Taylor Kitsch star .<n>The new season premieres June 21 .",0.5862,0.85,0.6939,0.3571,0.5263,0.4255,0.449,"HBO released a teaser video for season 2 of ""True Detective"" Colin Farrell, Vince Vaughn, Rachel McAdams and Taylor Kitsch star in the new season.",0.6,0.75,0.6667,0.375,0.4737,0.4186,0.4889
192bf513d8adb0c0dd49d0dae337632838a1090e,"Carlos Colina, 32, is arraigned on charges of assault and battery, improper disposal of a body .
Body parts were discovered Saturday in a duffel bag and a common area of an apartment building .
The victim in the case is identified as Jonathan Camilien, 26; authorities say he knew Colina .","Carlos Colina, 32, is charged with assault and battery causing serious bodily injury and improper disposal of a body .<n>Police were notified Saturday morning about a suspicious item along a walkway in Cambridge .",0.5588,0.3878,0.4578,0.2727,0.1875,0.2222,0.4337,"Carlos Colina, 32, was arraigned on charges of assault and battery causing serious bodily injury and improper disposal of a body. Police were notified Saturday about a suspicious item along a walkway in Cambridge. Officers arrived at the scene, opened a duffel bag and found human remains.",0.5106,0.4898,0.5,0.3261,0.3125,0.3191,0.4583
197354baef143a117e28c3d7e6497fe3f08c975f,"Anthony Doerr's ""All the Light We Cannot See"" wins Pulitzer for fiction .
Elizabeth Kolbert's ""The Sixth Extinction"" wins general nonfiction prize .","Anthony Doerr's ""All the Light We Cannot See"" wins Pulitzer for fiction .<n>Stephen Adly Guirgis' ""Between Riverside and Crazy"" wins for drama .<n>Elizabeth Kolbert's ""The Sixth Extinction: An Unnatural History"" wins general nonfiction .",0.5946,0.9565,0.7333,0.5278,0.8636,0.6552,0.7333,"Anthony Doerr's ""All the Light We Cannot See"" wins the Pulitzer Prize for fiction. ""Between Riverside and Crazy,"" a play by Stephen Adly Guirgis, wins for drama. Elizabeth Kolbert's ""The Sixth Extinction: An Unnatural History"" wins for general nonfiction.",0.561,1.0,0.7188,0.4,0.7273,0.5161,0.6875
19806d7f9041e6dc43827809c04db7b045abaec1,"Statue of Liberty to reopen Saturday .
Locker thought to have a suspicious package was empty, police say .
Statue of Liberty evacuated after bomb threat, officials say .
The evacuation came after a phoned threat, sources say .","911 caller made threat to blow up Statue of Liberty, National Park Service says .<n>Police bomb squad examined a locker thought to contain a suspicious package and found it empty .",0.5161,0.4571,0.4848,0.2,0.1765,0.1875,0.303,The Statue of Liberty and Liberty Island will reopen to the public Saturday. A bomb threat that led to its evacuation was declared unfounded. The NYPD bomb squad examined a locker thought to contain a suspicious package and found it was empty.,0.4762,0.5714,0.5195,0.1951,0.2353,0.2133,0.3377
1a04fa5c48398379b500e1336c81decb2e9f82e1,"25-1 shot Many Clouds wins Grand National .
Second win a row for jockey Leighton Aspell .
First jockey to win two in a row on different horses since 1950s .",25-1 outsider Many Clouds wins prestigious Grand National .<n>Beats favourite Shutthefrontdoor by a length and a half .<n>Record breaking jockey AP McCoy finishes fifth .,0.3704,0.3448,0.3571,0.1538,0.1429,0.1481,0.3214,25-1 outsider Many Clouds wins the Grand National. Jockey Leighton Aspell won last year's Grand National too. Owner Trevor Hemmings says it is his third Grand National win.,0.3667,0.3793,0.3729,0.2069,0.2143,0.2105,0.3729
1a69bbf06afda0f3f0e521d2d84cc267baff6d12,"Ford Vox: When celeb doc Mehmet Oz slammed by doctors for 'quack' medicine, he hit back, but their complaint has some basis .
He says Oz scorned by some in medical community, at Senate hearing; comics joke about him. He serves himself at cost to his hospital .","LZ Granderson: If Dr. Oz was ever going to go down, surely his ship would've sunk last summer .<n>LZ: Dr. Oz and his producers responded with alacrity, slicing and dicing his ill-prepared challengers .",0.1111,0.087,0.0976,0.0,0.0,0.0,0.0732,"Dr. Mehmet Oz is facing charges that he pushed ""quack treatments ... for personal financial gain"" John Oliver eviscerated Oz on his hit HBO show ""Last Week Tonight"" in a segment that's now garnered over 6 million YouTube views.",0.2308,0.1957,0.2118,0.0263,0.0222,0.0241,0.1176
1a9fb7c99082836c6a41091f38c1914c51c34e4f,"FAA backtracks on saying crew reported a pressurization problem .
One passenger lost consciousness .
The plane descended 28,000 feet in three minutes .","A SkyWest Airlines flight makes an emergency landing in Buffalo, New York, after a passenger loses consciousness .<n>The passenger received medical attention before being released, the airline says .",0.2069,0.2727,0.2353,0.0,0.0,0.0,0.1569,"SkyWest Airlines Flight 5622 was originally scheduled to fly from Chicago to Hartford. The plane descended 28,000 feet in three minutes, CNN aviation analyst Mary Schiavo says.",0.3571,0.4545,0.4,0.2963,0.381,0.3333,0.36
1afd2df29d4e642f20130a231d27004216667fe1,"The 12 victims were from Nigeria and Ghana, police said .
The group of 105 people left Libya, bound for Italy .
More than 10,000 people have arrived on Italian shores from Libya since last weekend .","Police: Muslims from Ivory Coast, Mali and Senegal threw 12 Christians overboard .<n>Other passengers say they were spared ""because they strongly opposed the drowning attempt""<n>Thousands of people each year make the dangerous sea journey from North Africa to Europe's Mediterranean coast .",0.2222,0.2857,0.25,0.0,0.0,0.0,0.15,"Italian authorities arrest 15 people on suspicion of murdering the Christians. The original group of 105 people left Libya on Tuesday in a rubber boat. The alleged assailants are Muslims from the Ivory Coast, Mali and Senegal.",0.3514,0.3714,0.3611,0.1389,0.1471,0.1429,0.2778
1b02f51e4c599cdc6acf88b41f4c7ff0bc02eafa,"People magazine has named actress Sandra Bullock the most beautiful woman in the world .
""Be a good person; be a good mom; do a good job with the lunch,"" she says .","Sandra Bullock is People magazine's most beautiful woman of 2015 .<n>The 50-year-old actress calls the honor ""ridiculous""",0.4762,0.3226,0.3846,0.2,0.1333,0.16,0.2692,"Sandra Bullock is People magazine's most beautiful woman of 2015. The 50-year-old actress calls the honor ""ridiculous"" She says she's happy with who she is.",0.4483,0.4194,0.4333,0.1786,0.1667,0.1724,0.3
1b1b788f9a5f23b7a6d062863364035818accc4a,"Robert Blecker: In sentencing phase, the prosecution lays out wealth of evidence that Dzhokhar Tsarnaev deserves penalty reserved for the worst of the worst .
He predicts most of the jury will vote for a death sentence, but it must be unanimous; therefore, Tsarnaev will most likely get life in prison .","Mark O'Mara: Prosecutors say Dzhokhar Tsarnaev's killing was ""heinous, cruel and depraved""<n>He says Tsarnaev displayed both cruelty and callous indifference .",0.1667,0.08,0.1081,0.0435,0.0204,0.0278,0.1081,"Dzhokhar Tsarnaev faces the death penalty in the Boston Marathon bombing. Peter Bergen: The killing was ""heinous, cruel and depraved""",0.4,0.16,0.2286,0.0526,0.0204,0.0294,0.1429
1b1e38e9bf01b9030121bbcce049c15fb0673cb9,"Strung out on heroin, Anthony Sideri robbed a bank .
He had to go through withdrawal in a jail cell .
Overcoming addiction is possible, he says, as he's building a new life as a family man .","On July 22, 2007, Anthony Sideri hit rock bottom .<n>He had just robbed a bank after shooting up heroin all day .<n>""I knew that my whole world was over,"" Sideri said .",0.2727,0.25,0.2609,0.125,0.1143,0.1194,0.1739,"Anthony Sideri was your average student in high school playing on the hockey team. He began abusing Percocet and OxyContin, opium-containing painkillers. By 2005, he had been snorting heroin daily for two years.",0.2353,0.2222,0.2286,0.0606,0.0571,0.0588,0.1429
1b2cc634e2bfc6f2595260e7ed9b42f77ecbb0ce,"College-bound basketball star asks girl with Down syndrome to high school prom .
Pictures of the two during the ""prom-posal"" have gone viral .","Trey Moses is a star high school basketball player in Louisville, Kentucky .<n>He made the prom-posal in the gym during Ellie Meredith's P.E. class .",0.3214,0.375,0.3462,0.1111,0.1304,0.12,0.2308,"Trey Moses asked Ellie Meredith, a freshman with Down syndrome, to be his prom date. ""She's great... she listens and she's easy to talk to,"" he said.",0.2069,0.25,0.2264,0.1071,0.1304,0.1176,0.2264
1b3bdc7fa131c4c82e8e996c936abe0da840e2ef,"Noelle Velentzas and Asia Siddiqui are arrested in connection with a plot inspired by ISIS .
Thursday's arrests are part of a series of cases being built by the federal government .","""Why can't we be some real bad bitches?"" one suspect asks, according to a complaint .<n>""Killing a police officer is easier than buying food,"" another suspect says, according to the complaint .",0.1212,0.129,0.125,0.0,0.0,0.0,0.0938,"Noelle Velentzas, 28, and Asia Siddiqui, 31, are accused of plotting to build an explosive device. The complaint paints a picture of a disturbing trend in homegrown violent extremism. If convicted, the women face a maximum sentence of life in prison.",0.3171,0.4194,0.3611,0.1,0.1333,0.1143,0.2778
1b40c2a855f5d709ac8b48b5f7cc4e8871eeb0ba,"Jury selection for the Aaron Hernandez trial started back in January .
The jury began its deliberations on Tuesday .
The case has a complicated cast of characters .",Aaron Hernandez has pleaded not guilty to murder and two weapons charges .<n>He's accused of orchestrating the shooting death of Odin Lloyd .<n>The motive is still unclear but not legally required to get a conviction .,0.1842,0.2692,0.2188,0.027,0.04,0.0323,0.1562,Aaron Hernandez has pleaded not guilty to murder and two weapons charges. He's accused of orchestrating the shooting death of Odin Lloyd. The motive is still unclear but not legally required to get a conviction.,0.1944,0.2692,0.2258,0.0286,0.04,0.0333,0.1613
1bace523fc0c4ba74ef21f331e6b480a8ee7fff8,"S.E. Cupp: Clinton making women central to outreach, but she should really focus on men .
In 2014 election, overplaying to one gender failed -- particularly with ""war on women""",John Avlon: Hillary Clinton's new ad makes it clear she's running a woman-centered campaign .<n>But he says Democrats who pandered to women at the expense of real issues (and men) crashed and burned .,0.2162,0.2759,0.2424,0.0,0.0,0.0,0.1515,"Hillary Clinton's new campaign video features 38 people besides Clinton, 20 of them women. Julian Zelizer: Clinton doesn't have to wonder if a woman-centered campaign is the best strategy. He says Democrats who overtly pandered to women at the expense of real issues crashed and burned.",0.1224,0.2069,0.1538,0.0,0.0,0.0,0.1538
1c26bc664022ab5ffb8bca0d077c5d72cac7976f,"Sequel to popular ""Bible"" miniseries debuting on NBC .
""Mad Men"" premieres the first of its final episodes .
Netflix premieres its first Marvel series, ""Daredevil""","""A.D. The Bible Continues"" debuts Sunday on NBC .<n>""Mad Men"" returns for its final episodes .<n>Louis C.K. returns with a new season of ""Louie""",0.3929,0.4583,0.4231,0.1481,0.1739,0.16,0.3462,"""A.D. The Bible Continues"" debuts Sunday on NBC. The miniseries picks up with Jesus' resurrection and following the early days of Christianity.",0.3043,0.2917,0.2979,0.0455,0.0435,0.0444,0.2553
